ticket_id,customer_id,ticket_date,issue_type,resolved,resolution_days,satisfaction_score
TKT001255,CUST01077,2024-06-10,refund_not_received,True,7.0,1.0
TKT001256,CUST01078,2024-05-19,refund_not_received,True,6.0,1.0
TKT001257,CUST01079,2023-07-02,delivery_delay,True,1.0,4.0
TKT001258,CUST01079,2023-10-31,product_defect,True,9.0,3.0
TKT001259,CUST01081,2023-12-24,refund_not_received,True,2.0,5.0
TKT001260,CUST01081,2023-08-14,refund_not_received,True,8.0,1.0
TKT001261,CUST01082,2023-11-21,product_defect,True,12.0,1.0
TKT001262,CUST01083,2023-08-25,product_defect,True,9.0,2.0
TKT001263,CUST01083,2024-01-28,delivery_delay,True,5.0,2.0
TKT001264,CUST01083,2024-06-24,billing_issue,False,,
TKT001265,CUST01084,2024-04-13,product_defect,True,8.0,2.0
TKT001266,CUST01087,2023-12-26,billing_issue,True,4.0,2.0
TKT001267,CUST01087,2023-11-26,refund_not_received,False,,
TKT001268,CUST01088,2024-02-07,delivery_delay,False,,
TKT001269,CUST01090,2023-10-05,delivery_delay,True,3.0,1.0
TKT001270,CUST01091,2024-01-05,wrong_item,True,13.0,3.0
TKT001271,CUST01091,2023-07-13,refund_not_received,True,10.0,5.0
TKT001272,CUST01092,2023-09-27,product_defect,True,11.0,2.0
TKT001273,CUST01093,2024-01-06,product_defect,False,,
TKT001274,CUST01094,2024-05-29,refund_not_received,True,2.0,1.0
TKT001275,CUST01097,2023-09-17,product_defect,True,6.0,4.0
TKT001276,CUST01098,2023-07-29,delivery_delay,True,14.0,4.0
TKT001277,CUST01098,2023-08-02,delivery_delay,True,12.0,4.0
TKT001278,CUST01099,2024-02-27,product_defect,True,6.0,3.0
TKT001279,CUST01099,2023-08-18,billing_issue,True,2.0,3.0
TKT001280,CUST01100,2024-04-27,refund_not_received,True,13.0,1.0
TKT001281,CUST01100,2023-11-19,product_defect,True,10.0,4.0
TKT001282,CUST01100,2024-01-04,refund_not_received,True,14.0,2.0
TKT001283,CUST01102,2023-12-15,delivery_delay,False,,
TKT001284,CUST01103,2024-04-23,product_defect,False,,
TKT001285,CUST01103,2023-12-20,product_defect,True,3.0,1.0
TKT001286,CUST01104,2023-08-18,wrong_item,True,14.0,3.0
TKT001287,CUST01104,2023-12-28,billing_issue,True,1.0,4.0
TKT001288,CUST01105,2023-08-20,billing_issue,True,8.0,5.0
TKT001289,CUST01105,2023-11-05,general_query,False,,
TKT001290,CUST01106,2023-09-17,delivery_delay,True,14.0,5.0
TKT001291,CUST01108,2024-03-19,wrong_item,True,2.0,1.0
TKT001292,CUST01108,2024-06-03,refund_not_received,True,7.0,3.0
TKT001293,CUST01109,2023-09-27,wrong_item,True,4.0,5.0
TKT001294,CUST01109,2024-03-03,delivery_delay,False,,
TKT001295,CUST01110,2024-02-09,product_defect,True,12.0,3.0
TKT001296,CUST01111,2023-08-02,delivery_delay,True,12.0,5.0
TKT001297,CUST01112,2023-08-23,general_query,True,8.0,1.0
TKT001298,CUST01113,2023-12-16,general_query,True,4.0,4.0
TKT001299,CUST01113,2023-12-22,delivery_delay,True,5.0,3.0
TKT001300,CUST01114,2023-11-03,delivery_delay,False,,
TKT001301,CUST01114,2023-08-09,wrong_item,False,,
TKT001302,CUST01115,2023-09-20,delivery_delay,False,,
TKT001303,CUST01117,2024-02-16,product_defect,True,8.0,5.0
TKT001304,CUST01117,2023-09-08,refund_not_received,True,7.0,3.0
TKT001305,CUST01117,2023-12-24,product_defect,True,1.0,1.0
TKT001306,CUST01117,2024-01-17,delivery_delay,False,,
TKT001307,CUST01119,2024-04-30,billing_issue,False,,
TKT001308,CUST01121,2024-01-14,wrong_item,False,,
TKT001309,CUST01122,2024-01-29,billing_issue,True,9.0,1.0
TKT001310,CUST01122,2023-09-26,refund_not_received,True,5.0,1.0
TKT001311,CUST01123,2023-12-17,product_defect,True,9.0,3.0
TKT001312,CUST01124,2024-06-28,wrong_item,True,6.0,2.0
TKT001313,CUST01125,2024-03-27,general_query,True,3.0,5.0
TKT001314,CUST01126,2023-12-28,wrong_item,True,1.0,1.0
TKT001315,CUST01126,2024-03-25,wrong_item,True,8.0,1.0
TKT001316,CUST01128,2024-05-13,billing_issue,False,,
TKT001317,CUST01128,2023-10-12,wrong_item,True,1.0,3.0
TKT001318,CUST01129,2024-04-28,billing_issue,True,12.0,1.0
TKT001319,CUST01129,2023-10-02,delivery_delay,True,9.0,1.0
TKT001320,CUST01131,2023-12-29,wrong_item,True,2.0,2.0
TKT001321,CUST01132,2024-06-18,delivery_delay,False,,
TKT001322,CUST01132,2023-10-21,delivery_delay,True,5.0,3.0
TKT001323,CUST01133,2024-05-26,billing_issue,True,10.0,2.0
TKT001324,CUST01135,2024-03-11,product_defect,False,,
TKT001325,CUST01135,2023-10-31,billing_issue,True,3.0,4.0
TKT001326,CUST01137,2023-09-16,billing_issue,True,5.0,4.0
TKT001327,CUST01137,2024-03-06,billing_issue,True,4.0,1.0
TKT001328,CUST01138,2023-09-13,general_query,False,,
TKT001329,CUST01138,2023-12-23,product_defect,True,10.0,1.0
TKT001330,CUST01138,2023-12-20,wrong_item,False,,
TKT001331,CUST01139,2023-12-01,delivery_delay,True,8.0,1.0
TKT001332,CUST01139,2024-04-14,delivery_delay,True,4.0,4.0
TKT001333,CUST01139,2024-03-16,wrong_item,True,10.0,1.0
TKT001334,CUST01144,2024-04-20,billing_issue,True,14.0,1.0
TKT001335,CUST01145,2023-09-13,refund_not_received,True,7.0,5.0
TKT001336,CUST01145,2024-02-03,refund_not_received,False,,
TKT001337,CUST01147,2024-01-29,refund_not_received,True,6.0,2.0
TKT001338,CUST01148,2024-05-17,general_query,True,6.0,5.0
TKT001339,CUST01148,2024-02-07,refund_not_received,True,9.0,1.0
TKT001340,CUST01149,2023-12-24,billing_issue,True,10.0,3.0
TKT001341,CUST01149,2024-05-05,refund_not_received,False,,
TKT001342,CUST01149,2023-07-06,general_query,True,2.0,5.0
TKT001343,CUST01150,2023-11-13,billing_issue,True,8.0,4.0
TKT001344,CUST01150,2024-03-05,general_query,True,13.0,1.0
TKT001345,CUST01150,2024-04-25,wrong_item,True,3.0,2.0
TKT001346,CUST01151,2024-02-27,general_query,False,,
TKT001347,CUST01151,2023-10-08,product_defect,True,2.0,5.0
TKT001348,CUST01152,2023-12-15,product_defect,True,6.0,1.0
TKT001349,CUST01154,2023-08-22,general_query,True,3.0,4.0
TKT001350,CUST01155,2024-06-21,delivery_delay,True,13.0,3.0
TKT001351,CUST01155,2024-02-25,billing_issue,False,,
TKT001352,CUST01156,2023-11-20,refund_not_received,False,,
TKT001353,CUST01157,2023-10-10,delivery_delay,True,13.0,4.0
TKT001354,CUST01157,2023-08-01,delivery_delay,True,12.0,2.0
TKT001355,CUST01159,2023-11-05,general_query,True,9.0,5.0
TKT001356,CUST01160,2023-11-28,product_defect,False,,
TKT001357,CUST01160,2023-12-01,wrong_item,True,4.0,4.0
TKT001358,CUST01161,2024-03-22,billing_issue,True,13.0,5.0
TKT001359,CUST01162,2024-04-15,delivery_delay,True,10.0,4.0
TKT001360,CUST01162,2024-06-14,billing_issue,True,9.0,2.0
TKT001361,CUST01163,2024-01-31,delivery_delay,True,11.0,4.0
TKT001362,CUST01164,2023-12-27,general_query,True,7.0,2.0
TKT001363,CUST01165,2024-05-07,billing_issue,True,11.0,4.0
TKT001364,CUST01168,2024-03-25,billing_issue,True,11.0,2.0
TKT001365,CUST01169,2023-10-15,delivery_delay,True,7.0,5.0
TKT001366,CUST01169,2023-09-10,delivery_delay,True,7.0,4.0
TKT001367,CUST01170,2023-10-15,billing_issue,True,2.0,2.0
TKT001368,CUST01170,2023-10-24,wrong_item,True,12.0,2.0
TKT001369,CUST01171,2023-12-23,general_query,True,5.0,4.0
TKT001370,CUST01171,2024-01-16,delivery_delay,True,7.0,5.0
TKT001371,CUST01172,2024-05-22,billing_issue,True,3.0,2.0
TKT001372,CUST01173,2023-08-11,general_query,True,10.0,5.0
TKT001373,CUST01174,2023-11-09,refund_not_received,False,,
TKT001374,CUST01176,2024-06-25,delivery_delay,True,9.0,1.0
TKT001375,CUST01177,2023-10-02,billing_issue,True,12.0,1.0
TKT001376,CUST01178,2023-08-18,wrong_item,True,12.0,3.0
TKT001377,CUST01178,2024-02-19,refund_not_received,False,,
TKT001378,CUST01182,2023-09-21,wrong_item,True,9.0,2.0
TKT001379,CUST01184,2024-03-23,wrong_item,True,9.0,4.0
TKT001380,CUST01185,2023-07-11,general_query,True,11.0,2.0
TKT001381,CUST01186,2023-12-14,delivery_delay,True,4.0,1.0
TKT001382,CUST01186,2023-07-22,general_query,False,,
TKT001383,CUST01186,2024-06-14,refund_not_received,True,12.0,4.0
TKT001384,CUST01186,2024-01-29,general_query,True,10.0,5.0
TKT001385,CUST01187,2023-10-30,wrong_item,True,4.0,1.0
TKT001386,CUST01188,2023-10-02,billing_issue,True,1.0,2.0
TKT001387,CUST01190,2023-11-15,general_query,True,13.0,3.0
TKT001388,CUST01191,2023-07-04,product_defect,False,,
TKT001389,CUST01191,2023-11-18,refund_not_received,True,12.0,5.0
TKT001390,CUST01192,2023-10-03,wrong_item,True,2.0,3.0
TKT001391,CUST01193,2024-01-18,general_query,True,2.0,2.0
TKT001392,CUST01193,2023-08-11,product_defect,True,12.0,1.0
TKT001393,CUST01193,2024-02-05,delivery_delay,False,,
TKT001394,CUST01193,2023-10-29,refund_not_received,True,3.0,3.0
TKT001395,CUST01194,2023-10-27,wrong_item,True,12.0,3.0
TKT001396,CUST01195,2024-02-24,delivery_delay,True,8.0,5.0
TKT001397,CUST01196,2024-04-09,general_query,True,13.0,1.0
TKT001398,CUST01196,2024-01-01,billing_issue,True,8.0,4.0
TKT001399,CUST01199,2023-11-20,billing_issue,True,5.0,1.0
TKT001400,CUST01201,2023-11-17,general_query,True,7.0,3.0
TKT001401,CUST01202,2024-06-23,wrong_item,False,,
TKT001402,CUST01202,2023-11-16,refund_not_received,True,7.0,2.0
TKT001403,CUST01203,2024-05-01,general_query,True,8.0,5.0
TKT001404,CUST01205,2023-07-26,refund_not_received,True,6.0,2.0
TKT001405,CUST01206,2024-01-20,general_query,False,,
TKT001406,CUST01206,2024-01-28,wrong_item,True,9.0,4.0
TKT001407,CUST01208,2023-12-07,billing_issue,True,3.0,5.0
TKT001408,CUST01208,2023-08-24,refund_not_received,True,3.0,2.0
TKT001409,CUST01209,2023-11-27,wrong_item,True,1.0,4.0
TKT001410,CUST01210,2023-07-24,wrong_item,True,13.0,3.0
TKT001411,CUST01211,2024-05-07,product_defect,True,8.0,2.0
TKT001412,CUST01216,2023-09-18,billing_issue,True,9.0,2.0
TKT001413,CUST01216,2024-02-29,product_defect,True,14.0,5.0
TKT001414,CUST01216,2023-07-24,billing_issue,False,,
TKT001415,CUST01217,2023-12-13,wrong_item,True,11.0,3.0
TKT001416,CUST01218,2023-11-26,general_query,True,7.0,2.0
TKT001417,CUST01218,2023-09-15,refund_not_received,True,2.0,1.0
TKT001418,CUST01219,2024-03-05,wrong_item,True,8.0,3.0
TKT001419,CUST01219,2023-08-06,billing_issue,True,5.0,2.0
TKT001420,CUST01220,2023-10-22,delivery_delay,True,12.0,3.0
TKT001421,CUST01220,2023-09-07,product_defect,True,8.0,2.0
TKT001422,CUST01220,2023-08-14,general_query,True,7.0,1.0
TKT001423,CUST01224,2024-06-03,product_defect,True,14.0,4.0
TKT001424,CUST01225,2023-12-01,refund_not_received,False,,
TKT001425,CUST01226,2023-08-09,billing_issue,False,,
TKT001426,CUST01227,2023-11-20,billing_issue,True,13.0,1.0
TKT001427,CUST01227,2023-09-13,delivery_delay,False,,
TKT001428,CUST01228,2024-06-26,delivery_delay,True,7.0,4.0
TKT001429,CUST01229,2023-12-30,billing_issue,False,,
TKT001430,CUST01229,2024-01-16,wrong_item,True,12.0,2.0
TKT001431,CUST01232,2024-06-10,refund_not_received,True,9.0,3.0
TKT001432,CUST01232,2023-12-08,general_query,True,14.0,4.0
TKT001433,CUST01233,2024-01-29,general_query,False,,
TKT001434,CUST01235,2023-07-12,delivery_delay,True,11.0,3.0
TKT001435,CUST01235,2024-03-29,product_defect,False,,
TKT001436,CUST01236,2024-01-07,billing_issue,True,10.0,5.0
TKT001437,CUST01236,2023-11-08,product_defect,True,1.0,4.0
TKT001438,CUST01238,2024-03-20,refund_not_received,True,7.0,3.0
TKT001439,CUST01238,2023-12-08,delivery_delay,True,1.0,4.0
TKT001440,CUST01239,2024-05-30,general_query,True,11.0,4.0
TKT001441,CUST01239,2024-05-27,refund_not_received,False,,
TKT001442,CUST01239,2024-05-13,wrong_item,True,1.0,2.0
TKT001443,CUST01242,2023-12-29,delivery_delay,True,7.0,3.0
TKT001444,CUST01245,2024-03-31,refund_not_received,True,7.0,3.0
TKT001445,CUST01248,2024-02-25,billing_issue,True,11.0,3.0
TKT001446,CUST01248,2023-07-22,product_defect,True,7.0,3.0
TKT001447,CUST01249,2024-05-29,product_defect,False,,
TKT001448,CUST01249,2024-02-05,refund_not_received,True,11.0,3.0
TKT001449,CUST01251,2024-05-20,refund_not_received,True,1.0,2.0
TKT001450,CUST01251,2023-10-13,billing_issue,True,6.0,2.0
TKT001451,CUST01254,2023-09-22,refund_not_received,True,6.0,3.0
TKT001452,CUST01254,2023-08-28,billing_issue,True,8.0,3.0
TKT001453,CUST01256,2023-09-15,product_defect,False,,
TKT001454,CUST01256,2024-05-30,delivery_delay,True,11.0,3.0
TKT001455,CUST01256,2024-01-16,billing_issue,True,12.0,2.0
TKT001456,CUST01256,2024-03-05,delivery_delay,True,7.0,3.0
TKT001457,CUST01258,2024-03-03,general_query,True,4.0,2.0
TKT001458,CUST01259,2023-08-26,refund_not_received,False,,
TKT001459,CUST01260,2023-07-05,general_query,True,13.0,3.0
TKT001460,CUST01262,2024-03-05,general_query,True,3.0,5.0
TKT001461,CUST01262,2023-07-06,general_query,True,8.0,5.0
TKT001462,CUST01262,2023-11-23,refund_not_received,False,,
TKT001463,CUST01264,2023-07-11,wrong_item,True,12.0,1.0
TKT001464,CUST01264,2024-01-30,refund_not_received,False,,
TKT001465,CUST01265,2023-11-10,general_query,True,11.0,4.0
TKT001466,CUST01267,2024-02-10,refund_not_received,False,,
TKT001467,CUST01267,2024-04-14,general_query,False,,
TKT001468,CUST01267,2023-10-12,wrong_item,True,2.0,5.0
TKT001469,CUST01267,2024-06-24,general_query,True,13.0,1.0
TKT001470,CUST01268,2024-06-18,billing_issue,True,8.0,5.0
TKT001471,CUST01268,2024-02-01,product_defect,True,10.0,5.0
TKT001472,CUST01269,2024-04-06,product_defect,True,2.0,4.0
TKT001473,CUST01269,2023-08-09,delivery_delay,True,3.0,5.0
TKT001474,CUST01269,2024-04-26,billing_issue,True,6.0,5.0
TKT001475,CUST01269,2023-11-02,delivery_delay,False,,
TKT001476,CUST01271,2024-03-29,billing_issue,True,2.0,1.0
TKT001477,CUST01272,2024-01-06,refund_not_received,True,10.0,5.0
TKT001478,CUST01273,2023-09-13,billing_issue,True,12.0,3.0
TKT001479,CUST01274,2024-03-04,wrong_item,True,7.0,3.0
TKT001480,CUST01274,2024-05-01,product_defect,True,5.0,2.0
TKT001481,CUST01274,2024-02-15,general_query,True,14.0,4.0
TKT001482,CUST01275,2023-07-11,delivery_delay,True,7.0,2.0
TKT001483,CUST01276,2024-05-24,product_defect,False,,
TKT001484,CUST01276,2023-09-01,general_query,True,5.0,2.0
TKT001485,CUST01276,2024-01-16,billing_issue,False,,
TKT001486,CUST01278,2023-07-30,wrong_item,False,,
TKT001487,CUST01280,2023-08-17,refund_not_received,True,4.0,1.0
TKT001488,CUST01282,2024-04-11,delivery_delay,True,11.0,1.0
TKT001489,CUST01283,2024-05-24,wrong_item,True,11.0,2.0
TKT001490,CUST01284,2024-05-12,billing_issue,False,,
TKT001491,CUST01284,2024-05-20,wrong_item,True,13.0,4.0
TKT001492,CUST01285,2023-09-20,product_defect,True,13.0,4.0
TKT001493,CUST01285,2023-08-09,delivery_delay,False,,
TKT001494,CUST01285,2023-10-24,delivery_delay,True,8.0,1.0
TKT001495,CUST01285,2023-08-16,general_query,True,12.0,1.0
TKT001496,CUST01286,2023-08-08,product_defect,True,7.0,2.0
TKT001497,CUST01286,2024-03-27,product_defect,True,5.0,2.0
TKT001498,CUST01287,2024-04-24,refund_not_received,True,3.0,1.0
TKT001499,CUST01287,2023-10-20,delivery_delay,True,5.0,4.0
TKT001500,CUST01289,2024-06-09,billing_issue,True,13.0,2.0
TKT001501,CUST01289,2023-11-17,billing_issue,True,8.0,4.0
TKT001502,CUST01290,2023-07-26,general_query,True,11.0,2.0
TKT001503,CUST01291,2023-08-17,refund_not_received,True,14.0,2.0
TKT001504,CUST01291,2023-12-13,delivery_delay,True,13.0,5.0
TKT001505,CUST01291,2024-01-28,wrong_item,True,2.0,5.0
TKT001506,CUST01292,2023-09-24,billing_issue,True,6.0,4.0
TKT001507,CUST01292,2023-09-12,product_defect,True,7.0,2.0
TKT001508,CUST01293,2023-08-25,refund_not_received,True,13.0,3.0
TKT001509,CUST01294,2024-05-07,general_query,True,10.0,3.0
TKT001510,CUST01294,2024-04-06,wrong_item,True,8.0,5.0
TKT001511,CUST01295,2023-10-21,wrong_item,False,,
TKT001512,CUST01295,2023-08-05,product_defect,True,4.0,2.0
TKT001513,CUST01295,2024-05-24,refund_not_received,False,,
TKT001514,CUST01297,2023-09-10,product_defect,False,,
TKT001515,CUST01297,2024-05-24,product_defect,False,,
TKT001516,CUST01297,2023-08-06,refund_not_received,True,6.0,4.0
TKT001517,CUST01297,2024-05-28,refund_not_received,True,12.0,1.0
TKT001518,CUST01299,2023-11-05,general_query,True,1.0,2.0
TKT001519,CUST01300,2024-05-03,delivery_delay,False,,
TKT001520,CUST01300,2024-06-07,billing_issue,True,7.0,3.0
TKT001521,CUST01301,2023-07-26,billing_issue,True,6.0,5.0
TKT001522,CUST01301,2023-07-22,refund_not_received,False,,
TKT001523,CUST01301,2024-06-01,wrong_item,False,,
TKT001524,CUST01301,2024-04-29,wrong_item,True,4.0,5.0
TKT001525,CUST01303,2023-08-01,general_query,True,13.0,4.0
TKT001526,CUST01304,2024-03-23,general_query,True,1.0,3.0
TKT001527,CUST01305,2024-03-11,refund_not_received,False,,
TKT001528,CUST01306,2023-08-28,general_query,True,9.0,4.0
TKT001529,CUST01306,2023-08-10,general_query,True,3.0,4.0
TKT001530,CUST01306,2024-02-04,refund_not_received,True,13.0,2.0
TKT001531,CUST01307,2024-03-30,billing_issue,True,11.0,5.0
TKT001532,CUST01308,2023-10-30,delivery_delay,True,2.0,3.0
TKT001533,CUST01310,2024-04-07,product_defect,True,9.0,4.0
TKT001534,CUST01310,2024-04-22,delivery_delay,False,,
TKT001535,CUST01312,2023-11-15,billing_issue,True,4.0,1.0
TKT001536,CUST01314,2024-01-23,wrong_item,False,,
TKT001537,CUST01315,2024-02-22,wrong_item,True,13.0,1.0
TKT001538,CUST01315,2023-08-31,refund_not_received,True,11.0,3.0
TKT001539,CUST01316,2024-01-20,billing_issue,False,,
TKT001540,CUST01316,2023-08-01,general_query,True,5.0,2.0
TKT001541,CUST01317,2023-09-20,billing_issue,True,12.0,2.0
TKT001542,CUST01317,2023-10-21,general_query,True,2.0,3.0
TKT001543,CUST01318,2023-11-12,product_defect,False,,
TKT001544,CUST01318,2023-07-25,billing_issue,True,6.0,1.0
TKT001545,CUST01318,2023-08-03,wrong_item,True,11.0,1.0
TKT001546,CUST01320,2023-09-26,delivery_delay,True,11.0,1.0
TKT001547,CUST01320,2024-06-14,delivery_delay,False,,
TKT001548,CUST01322,2023-07-31,refund_not_received,True,3.0,1.0
TKT001549,CUST01322,2023-10-29,delivery_delay,True,5.0,3.0
TKT001550,CUST01324,2023-12-21,delivery_delay,True,10.0,4.0
TKT001551,CUST01324,2023-12-06,general_query,True,7.0,1.0
TKT001552,CUST01324,2024-05-13,delivery_delay,True,12.0,3.0
TKT001553,CUST01325,2024-03-01,delivery_delay,True,13.0,1.0
TKT001554,CUST01326,2024-06-29,refund_not_received,False,,
TKT001555,CUST01327,2023-07-31,refund_not_received,True,7.0,3.0
TKT001556,CUST01329,2023-11-06,general_query,True,14.0,4.0
TKT001557,CUST01330,2023-12-27,product_defect,True,12.0,2.0
TKT001558,CUST01332,2023-09-02,refund_not_received,True,5.0,1.0
TKT001559,CUST01332,2024-05-30,refund_not_received,True,9.0,3.0
TKT001560,CUST01334,2023-08-20,general_query,True,3.0,2.0
TKT001561,CUST01335,2024-02-26,wrong_item,True,14.0,4.0
TKT001562,CUST01335,2023-07-06,wrong_item,True,12.0,4.0
TKT001563,CUST01336,2023-08-09,refund_not_received,True,14.0,1.0
TKT001564,CUST01336,2023-12-20,wrong_item,False,,
TKT001565,CUST01337,2024-03-09,refund_not_received,False,,
TKT001566,CUST01339,2024-03-09,delivery_delay,False,,
TKT001567,CUST01339,2024-01-17,wrong_item,True,3.0,5.0
TKT001568,CUST01340,2023-08-29,refund_not_received,True,12.0,5.0
TKT001569,CUST01340,2024-05-25,refund_not_received,True,3.0,5.0
TKT001570,CUST01341,2024-03-18,billing_issue,True,13.0,4.0
TKT001571,CUST01341,2024-05-03,delivery_delay,True,8.0,1.0
TKT001572,CUST01341,2024-06-04,delivery_delay,True,7.0,5.0
TKT001573,CUST01342,2024-06-02,refund_not_received,True,1.0,3.0
TKT001574,CUST01342,2023-09-08,delivery_delay,True,2.0,4.0
TKT001575,CUST01344,2023-07-29,general_query,False,,
TKT001576,CUST01344,2023-07-17,billing_issue,True,7.0,2.0
TKT001577,CUST01344,2024-05-07,wrong_item,True,7.0,4.0
TKT001578,CUST01347,2024-06-13,billing_issue,True,7.0,1.0
TKT001579,CUST01348,2023-09-22,billing_issue,True,7.0,1.0
TKT001580,CUST01348,2024-04-14,billing_issue,True,4.0,1.0
TKT001581,CUST01348,2023-10-11,refund_not_received,True,9.0,5.0
TKT001582,CUST01351,2024-01-22,refund_not_received,True,14.0,5.0
TKT001583,CUST01352,2023-09-27,billing_issue,True,3.0,3.0
TKT001584,CUST01354,2024-03-11,billing_issue,True,7.0,5.0
TKT001585,CUST01355,2023-12-12,refund_not_received,True,3.0,4.0
TKT001586,CUST01355,2024-02-21,product_defect,False,,
TKT001587,CUST01356,2023-07-09,delivery_delay,True,10.0,4.0
TKT001588,CUST01356,2024-05-27,wrong_item,False,,
TKT001589,CUST01358,2023-10-24,billing_issue,False,,
TKT001590,CUST01361,2023-12-31,product_defect,True,14.0,2.0
TKT001591,CUST01361,2023-12-16,product_defect,True,12.0,1.0
TKT001592,CUST01361,2024-05-27,refund_not_received,False,,
TKT001593,CUST01362,2023-11-14,billing_issue,False,,
TKT001594,CUST01362,2024-05-27,billing_issue,True,3.0,5.0
TKT001595,CUST01363,2024-03-28,refund_not_received,False,,
TKT001596,CUST01364,2024-01-24,general_query,False,,
TKT001597,CUST01364,2024-04-30,refund_not_received,True,2.0,4.0
TKT001598,CUST01366,2024-01-15,wrong_item,True,11.0,2.0
TKT001599,CUST01368,2023-07-26,product_defect,False,,
TKT001600,CUST01368,2023-07-27,billing_issue,True,7.0,2.0
TKT001601,CUST01369,2023-11-02,delivery_delay,False,,
TKT001602,CUST01371,2024-03-07,general_query,True,14.0,5.0
TKT001603,CUST01372,2024-05-28,billing_issue,True,12.0,1.0
TKT001604,CUST01373,2023-07-02,billing_issue,True,13.0,1.0
TKT001605,CUST01373,2024-06-16,refund_not_received,True,10.0,1.0
TKT001606,CUST01373,2024-01-26,wrong_item,True,5.0,5.0
TKT001607,CUST01376,2024-02-16,wrong_item,True,11.0,5.0
TKT001608,CUST01377,2024-05-27,billing_issue,True,13.0,2.0
TKT001609,CUST01377,2023-08-19,product_defect,True,8.0,5.0
TKT001610,CUST01378,2023-09-14,general_query,False,,
TKT001611,CUST01378,2023-08-14,billing_issue,False,,
TKT001612,CUST01379,2023-07-14,billing_issue,True,10.0,1.0
TKT001613,CUST01379,2024-06-19,refund_not_received,True,11.0,1.0
TKT001614,CUST01379,2023-08-07,billing_issue,True,2.0,3.0
TKT001615,CUST01380,2024-01-24,refund_not_received,False,,
TKT001616,CUST01381,2023-08-07,general_query,True,7.0,1.0
TKT001617,CUST01381,2024-05-08,refund_not_received,True,11.0,2.0
TKT001618,CUST01383,2023-08-23,delivery_delay,True,7.0,4.0
TKT001619,CUST01387,2024-06-04,delivery_delay,True,6.0,5.0
TKT001620,CUST01389,2024-01-05,wrong_item,True,11.0,1.0
TKT001621,CUST01390,2024-02-20,refund_not_received,True,8.0,5.0
TKT001622,CUST01391,2023-07-06,refund_not_received,True,3.0,3.0
TKT001623,CUST01392,2024-06-26,delivery_delay,True,4.0,1.0
TKT001624,CUST01393,2023-12-25,billing_issue,True,14.0,4.0
TKT001625,CUST01394,2024-05-13,billing_issue,True,9.0,5.0
TKT001626,CUST01396,2023-11-20,product_defect,True,11.0,3.0
TKT001627,CUST01396,2023-08-22,refund_not_received,True,7.0,3.0
TKT001628,CUST01397,2023-08-04,billing_issue,False,,
TKT001629,CUST01398,2024-02-12,wrong_item,True,14.0,5.0
TKT001630,CUST01398,2024-03-13,wrong_item,True,2.0,5.0
TKT001631,CUST01398,2023-09-10,delivery_delay,True,3.0,4.0
TKT001632,CUST01399,2024-03-03,billing_issue,True,14.0,2.0
TKT001633,CUST01400,2024-04-16,refund_not_received,True,12.0,4.0
TKT001634,CUST01402,2024-06-01,billing_issue,True,5.0,2.0
TKT001635,CUST01402,2023-11-26,product_defect,True,10.0,3.0
TKT001636,CUST01402,2023-12-23,general_query,True,5.0,3.0
TKT001637,CUST01404,2023-09-28,delivery_delay,False,,
TKT001638,CUST01404,2024-02-27,delivery_delay,True,2.0,1.0
TKT001639,CUST01404,2024-01-21,wrong_item,True,8.0,4.0
TKT001640,CUST01405,2023-08-26,delivery_delay,True,11.0,3.0
TKT001641,CUST01405,2024-05-08,billing_issue,True,13.0,3.0
TKT001642,CUST01406,2023-12-24,product_defect,False,,
TKT001643,CUST01407,2024-04-10,product_defect,False,,
TKT001644,CUST01407,2023-11-02,billing_issue,True,13.0,2.0
TKT001645,CUST01407,2023-08-22,delivery_delay,True,8.0,3.0
TKT001646,CUST01407,2024-04-05,product_defect,False,,
TKT001647,CUST01408,2023-07-17,product_defect,False,,
TKT001648,CUST01408,2024-04-15,wrong_item,True,12.0,2.0
TKT001649,CUST01408,2024-05-11,billing_issue,True,6.0,4.0
TKT001650,CUST01409,2023-09-09,wrong_item,False,,
TKT001651,CUST01409,2023-11-19,delivery_delay,True,8.0,2.0
TKT001652,CUST01409,2024-03-07,delivery_delay,True,7.0,3.0
TKT001653,CUST01409,2023-07-12,wrong_item,True,12.0,5.0
TKT001654,CUST01410,2024-06-07,wrong_item,False,,
TKT001655,CUST01410,2023-10-08,wrong_item,True,1.0,4.0
TKT001656,CUST01411,2023-07-18,billing_issue,True,7.0,2.0
TKT001657,CUST01413,2023-12-25,billing_issue,True,8.0,2.0
TKT001658,CUST01414,2023-09-08,general_query,True,12.0,4.0
TKT001659,CUST01415,2024-06-18,product_defect,False,,
TKT001660,CUST01416,2023-08-12,billing_issue,True,8.0,2.0
TKT001661,CUST01417,2023-12-18,delivery_delay,True,6.0,3.0
TKT001662,CUST01417,2023-09-28,general_query,True,3.0,4.0
TKT001663,CUST01417,2024-04-17,general_query,False,,
TKT001664,CUST01418,2023-07-25,refund_not_received,True,8.0,3.0
TKT001665,CUST01418,2024-06-19,wrong_item,True,4.0,2.0
TKT001666,CUST01420,2023-08-09,general_query,False,,
TKT001667,CUST01420,2024-06-17,product_defect,False,,
TKT001668,CUST01421,2024-01-28,wrong_item,False,,
TKT001669,CUST01422,2023-11-15,wrong_item,True,13.0,4.0
TKT001670,CUST01426,2023-07-08,general_query,True,11.0,4.0
